RptDt,GEOID,GEOName,POS_CUM_CP,POS_NEW_CP,POS_7DAYAVG_CP,DTH_CUM_CP,DTH_NEW_CP,DTH_7DAYAVG_CP,DTH_OVER_30DAYS_CP,DTH_CP_Daily,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos,NEG_7DAYAVG,TESTS_CUM,TESTS_NEW,TESTS_7DAYAVG,POS_CUM_CONF,POS_NEW_CONF,POS_7DAYAVG_CONF,POS_CUM_PROB,POS_NEW_PROB,POS_7DAYAVG_PROB,DTH_CUM_CONF,DTH_NEW_CONF,DTH_7DAYAVG_CONF,DTH_CONF_Daily,DTH_CUM_PROB,DTH_NEW_PROB,DTH_7DAYAVG_PROB,DTH_PROB_Daily,POS_MALE_CP,POS_FEM_CP,POS_OTH_CP,POS_0_9_CP,POS_10_19_CP,POS_20_29_CP,POS_30_39_CP,POS_40_49_CP,POS_50_59_CP,POS_60_69_CP,POS_70_79_CP,POS_80_89_CP,POS_90_CP,DTHS_FEM_CP,DTHS_MALE_CP,DTHS_OTH_CP,DTHS_0_9_CP,DTHS_10_19_CP,DTHS_20_29_CP,DTHS_30_39_CP,DTHS_40_49_CP,DTHS_50_59_CP,DTHS_60_69_CP,DTHS_70_79_CP,DTHS_80_89_CP,DTHS_90_CP,POS_AIAN_CP,POS_ASN_CP,POS_BLK_CP,POS_WHT_CP,POS_MLTOTH_CP,POS_UNK_CP,POS_E_HSP_CP,POS_E_NHSP_CP,POS_E_UNK_CP,DTH_AIAN_CP,DTH_ASN_CP,DTH_BLK_CP,DTH_WHT_CP,DTH_MLTOTH_CP,DTH_UNK_CP,DTH_E_HSP_CP,DTH_E_NHSP_CP,DTH_E_UNK_CP,POS_HC_Y_CP,POS_HC_N_CP,POS_HC_UNK_CP,HOSP_YES_CP,HOSP_NO_CP,HOSP_UNK_CP,Date,POP,POP_MOE,OBJECTID,GEO,ShapeSTArea,ShapeSTLength
2022/04/19 19:00:00+00,53936,53936,289,0,0.14,5,0,0,0,0,,,,,0.86,2485,0,2,266,0,0.14,23,0,0,5,0,0,0,0,0,0,0,142,147,0,31,34,37,37,41,51,38,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,264,5,15,29,219,41,-999,-999,-999,5,-999,-999,-999,5,-999,-999,49,239,18,114,157,2022/04/18 06:00:00+00,2333,223,836,ZCTA,296290639.183594,144829.24948924
2022/04/19 19:00:00+00,53937,53937,137,0,0.14,0,0,0,0,0,,,,,0.43,1472,0,1,122,0,0.14,15,0,0,0,0,0,0,0,0,0,0,65,71,1,8,25,9,21,9,31,19,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,132,-999,-999,-999,125,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,79,52,5,77,55,2022/04/18 06:00:00+00,1165,156,837,ZCTA,253044170.875,122067.873718086
2022/04/19 19:00:00+00,53808,53808,265,0,0.86,1,0,0,0,0,,,,,0,1694,1,0.43,225,0,0.29,40,0,0.57,1,0,0,0,0,0,0,0,121,144,0,19,28,50,51,35,36,25,12,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,223,13,28,19,207,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,97,155,8,120,137,2022/04/18 06:00:00+00,1226,141,838,ZCTA,3955374.65234375,9346.90578779463
2022/04/19 19:00:00+00,53809,53809,1006,1,0.14,12,0,0,0,0,,,,,0.57,9692,1,4,882,1,0.14,124,0,0,10,0,0,0,2,0,0,0,462,543,1,81,148,143,152,162,115,107,56,31,11,5,7,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,911,46,43,26,864,116,-999,-999,-999,11,-999,-999,-999,11,-999,49,459,498,55,414,537,2022/04/18 06:00:00+00,4246,278,839,ZCTA,490411575.121094,160228.165110003
2022/04/19 19:00:00+00,53810,53810,85,0,0,0,0,0,0,0,,,,,0,649,0,0.29,79,0,0,6,0,0,0,0,0,0,0,0,0,0,34,51,0,-999,15,14,9,6,19,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,77,-999,-999,-999,68,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,41,2,32,51,2022/04/18 06:00:00+00,373,69,840,ZCTA,180014345.40625,92762.2142033557
2022/04/19 19:00:00+00,53811,53811,787,0,1.14,10,0,0,0,0,,,,,0.71,6109,0,1,681,0,0,106,0,1.14,9,0,0,0,1,0,0,0,323,462,2,51,114,109,105,100,112,85,59,35,17,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,663,15,105,30,593,164,-999,-999,-999,9,-999,-999,-999,8,-999,38,288,461,48,323,416,2022/04/18 06:00:00+00,3297,224,841,ZCTA,242166295.449219,109644.503343701
2022/04/19 19:00:00+00,53813,53813,1564,0,0.29,35,0,0,0,0,,,,,1,14781,3,10,1382,0,0,182,0,0.29,35,0,0,0,0,0,0,0,696,866,2,134,228,221,245,196,212,166,81,59,22,20,15,-999,-999,-999,-999,-999,-999,-999,-999,6,12,9,-999,10,20,1423,40,70,29,1354,181,-999,-999,-999,33,-999,-999,-999,34,-999,109,654,801,66,621,877,2022/04/18 06:00:00+00,5887,174,842,ZCTA,712273021.554688,203778.817414966
2022/04/19 19:00:00+00,53816,53816,160,0,0,0,0,0,0,0,,,,,0.43,1337,0,1.14,148,0,0,12,0,0,0,0,0,0,0,0,0,0,75,84,1,10,36,24,18,29,21,12,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,154,-999,-999,5,139,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,59,88,7,77,76,2022/04/18 06:00:00+00,841,136,843,ZCTA,292174716.460938,100054.375176584
2022/04/19 19:00:00+00,53817,53817,37,0,0,0,0,0,0,0,,,,,0,319,0,0.14,31,0,0,6,0,0,0,0,0,0,0,0,0,0,15,22,0,-999,8,5,7,6,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,-999,-999,-999,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,22,0,13,24,2022/04/18 06:00:00+00,166,37,844,ZCTA,7532014.98828125,12356.2899067709
2022/04/19 19:00:00+00,53939,53939,65,0,0,1,0,0,0,0,,,,,0.14,516,0,0.29,41,0,0,24,0,0,1,0,0,0,0,0,0,0,35,30,0,10,5,6,7,10,13,7,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,-999,-999,-999,51,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,42,18,5,44,16,2022/04/18 06:00:00+00,256,58,845,ZCTA,3627701.93359375,14182.579344998
2022/04/19 19:00:00+00,53941,53941,618,0,0.43,4,0,0,0,0,,,,,1,6068,2,4.57,582,0,0.43,36,0,0,4,0,0,0,0,0,0,0,287,330,1,39,87,73,82,94,115,68,42,12,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,580,14,16,14,543,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,231,362,41,337,240,2022/04/18 06:00:00+00,3135,228,846,ZCTA,353890159.773438,175149.074424283
2022/04/19 19:00:00+00,53943,53943,189,1,0.14,1,0,0,0,0,,,,,0.43,1553,1,1.71,177,1,0.14,12,0,0,1,0,0,0,0,0,0,0,88,100,1,15,20,26,29,30,27,26,7,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,178,6,5,7,164,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,67,114,7,106,76,2022/04/18 06:00:00+00,1047,102,847,ZCTA,240194088.699219,122690.197524174
2022/04/19 19:00:00+00,53944,53944,489,0,0.14,8,0,0,0,0,,,,,0.43,4790,0,2.43,470,0,0.14,19,0,0,8,0,0,0,0,0,0,0,212,275,2,25,71,64,70,99,78,54,21,6,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,421,9,36,10,389,90,-999,-999,-999,-999,-999,-999,-999,8,-999,23,181,285,28,279,182,2022/04/18 06:00:00+00,2097,195,848,ZCTA,394478529.675781,155722.576197777
2022/04/19 19:00:00+00,53946,53946,1074,0,0.14,26,0,0,0,0,,,,,1.57,13268,0,9.43,893,0,0.14,181,0,0,22,0,0,0,4,0,0,0,509,564,1,82,137,113,154,148,164,134,72,48,19,11,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,-999,-999,-999,7,983,38,42,74,878,122,-999,-999,-999,24,-999,-999,-999,23,-999,54,689,331,64,716,294,2022/04/18 06:00:00+00,4079,235,849,ZCTA,691551418.785156,232157.591967273
2022/04/19 19:00:00+00,53947,53947,37,0,0,0,0,0,0,0,,,,,0,321,0,0.14,31,0,0,6,0,0,0,0,0,0,0,0,0,0,22,15,0,-999,5,6,5,-999,7,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,-999,-999,30,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,24,8,3,32,2,2022/04/18 06:00:00+00,177,48,850,ZCTA,1268162.375,5951.77149759896
2022/04/19 19:00:00+00,53948,53948,2032,1,0.14,19,0,0,0,0,,,,,0.71,23428,1,11,1975,1,0.14,57,0,0,18,0,0,0,1,0,0,0,1002,1027,3,126,223,312,324,277,294,263,127,68,18,7,12,-999,-999,-999,-999,-999,-999,-999,-999,6,6,-999,19,21,30,1706,43,213,52,1556,424,-999,-999,-999,19,-999,-999,-999,17,-999,83,798,1151,102,1124,806,2022/04/18 06:00:00+00,8049,290,851,ZCTA,747568438.695312,229534.868984083
2022/04/19 19:00:00+00,53949,53949,1477,0,0,29,0,0,0,0,,,,,2.29,13193,0,9.29,1335,0,0,142,0,0,28,0,0,0,1,0,0,0,692,784,1,112,158,158,221,185,242,205,113,61,21,11,18,-999,-999,-999,-999,-999,-999,-999,-999,6,10,7,8,7,-999,1398,32,28,35,1226,216,-999,-999,-999,28,-999,-999,-999,22,7,104,1039,334,73,1386,18,2022/04/18 06:00:00+00,6098,213,852,ZCTA,873102035.332031,256481.730523336
2022/04/19 19:00:00+00,53950,53950,2284,0,0.14,10,0,0,0,0,,,,,1.14,19635,3,5.86,2243,0,0.14,41,0,0,10,0,0,0,0,0,0,0,1561,675,48,82,135,314,519,418,426,232,107,40,11,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,21,348,1677,51,129,123,1792,369,-999,-999,-999,9,-999,-999,-999,7,-999,53,499,1732,65,679,1540,2022/04/18 06:00:00+00,5580,261,853,ZCTA,532453336.316406,168481.981788336
2022/04/19 19:00:00+00,53951,53951,587,0,0.43,0,0,0,0,0,,,,,1.43,4740,0,2.86,570,0,0.43,17,0,0,0,0,0,0,0,0,0,0,273,313,1,58,90,110,98,79,74,45,25,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,483,69,27,137,409,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,253,304,10,293,284,2022/04/18 06:00:00+00,2233,207,854,ZCTA,362303021.757812,136470.984300011
2022/04/19 19:00:00+00,53952,53952,788,0,0,11,0,0,0,0,,,,,1.43,6859,3,5.14,723,0,0,65,0,0,10,0,0,0,1,0,0,0,412,375,1,45,69,96,129,134,120,107,67,20,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,659,29,89,20,536,232,-999,-999,-999,11,-999,-999,-999,9,-999,29,335,424,51,545,192,2022/04/18 06:00:00+00,3219,219,855,ZCTA,475995544.972656,165882.421562968
2022/04/19 19:00:00+00,53953,53953,46,0,0,0,0,0,0,0,,,,,0.14,330,0,0.14,38,0,0,8,0,0,0,0,0,0,0,0,0,0,20,26,0,-999,9,5,-999,12,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,-999,-999,-999,36,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,12,3,42,1,2022/04/18 06:00:00+00,249,99,856,ZCTA,12326818.6835938,22514.9761281257
2022/04/19 19:00:00+00,53954,53954,1720,0,1,13,0,0,0,0,,,,,3.29,15911,5,12,1587,0,1,133,0,0,13,0,0,0,0,0,0,0,813,906,1,141,248,204,260,261,255,202,95,50,-999,5,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,16,1613,59,23,51,1337,332,-999,-999,-999,11,-999,-999,-999,9,-999,60,688,972,68,956,696,2022/04/18 06:00:00+00,6664,205,857,ZCTA,404417752.53125,166660.76799812
2022/04/19 19:00:00+00,53955,53955,1457,0,0.43,11,0,0,0,0,,,,,3,13965,2,11,1376,0,0.43,81,0,0,11,0,0,0,0,0,0,0,717,737,3,129,231,200,260,192,207,148,75,12,-999,5,6,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,6,13,17,1342,45,34,21,1249,187,-999,-999,-999,9,-999,-999,-999,11,-999,40,512,905,53,696,708,2022/04/18 06:00:00+00,5676,215,858,ZCTA,390497490.125,151906.551565904
2022/04/19 19:00:00+00,53181,53181,1700,1,1.14,19,0,0,0,0,,,,,3.86,12690,9,11.57,1269,0,0.86,431,1,0.29,16,0,0,0,3,0,0,0,808,889,3,93,233,264,270,273,289,170,62,37,9,7,12,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,7,10,1388,45,246,85,1379,236,-999,-999,-999,17,-999,-999,-999,15,-999,43,469,1188,56,424,1220,2022/04/18 06:00:00+00,7460,206,859,ZCTA,74551474.7851562,51289.8791458163
2022/04/19 19:00:00+00,53182,53182,2622,0,1.43,65,0,0,0,0,,,,,4.14,37335,4,19.29,2177,0,1.29,445,0,0.14,56,0,0,0,9,0,0,0,1114,1504,4,110,265,402,427,388,412,315,171,95,37,29,36,-999,-999,-999,-999,-999,-999,7,-999,19,20,15,29,16,92,2266,112,107,127,2215,280,-999,-999,-999,58,5,-999,-999,60,5,71,683,1868,118,2055,449,2022/04/18 06:00:00+00,9888,360,860,ZCTA,272855866.753906,136791.449561404
2022/04/19 19:00:00+00,53183,53183,818,0,0.71,2,0,0,0,0,,,,,0.43,6718,1,2.86,725,0,0.71,93,0,0,1,0,0,0,1,0,0,0,396,414,8,56,140,95,123,131,121,98,46,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,6,770,12,21,22,744,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,135,676,20,330,468,2022/04/18 06:00:00+00,2945,156,861,ZCTA,17246501.7265625,30357.4477208774
2022/04/19 19:00:00+00,53184,53184,1058,0,0.43,14,0,0,0,0,,,,,1.29,12855,1,7.57,801,0,0.43,257,0,0,12,0,0,0,2,0,0,0,461,592,5,57,158,174,137,161,154,116,54,25,22,9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,5,7,9,884,74,79,147,750,161,-999,-999,-999,12,-999,-999,-999,12,-999,18,180,860,44,337,677,2022/04/18 06:00:00+00,4182,159,862,ZCTA,140199129.300781,67655.2898397633
2022/04/19 19:00:00+00,53185,53185,4935,3,1.86,52,0,0,0,0,,,,,5.14,37628,6,23.14,4061,1,1,874,2,0.86,37,0,0,0,15,0,0,0,2303,2617,15,280,633,611,671,747,1010,579,256,119,26,25,27,-999,-999,-999,-999,-999,-999,-999,7,7,25,8,19,26,28,4607,95,160,153,4370,412,-999,-999,-999,49,-999,-999,-999,51,-999,191,1634,3110,215,4534,186,2022/04/18 06:00:00+00,19113,401,863,ZCTA,241011811.636719,88605.9002658366
2022/04/19 19:00:00+00,53186,53186,8861,3,2.57,94,0,0,0,0,,,,,11.57,62495,11,40.86,7207,1,1.71,1654,2,0.86,83,0,0,0,11,0,0,0,4165,4660,36,546,1061,1920,1562,1218,1087,778,429,185,74,41,52,-999,-999,-999,-999,-999,5,5,17,22,31,14,27,216,337,7212,501,568,1428,6652,781,-999,7,-999,83,-999,-999,8,86,-999,145,1392,7324,434,3157,5270,2022/04/18 06:00:00+00,33065,976,864,ZCTA,61512879.1015625,58246.1785123993
2022/04/19 19:00:00+00,53188,53188,9609,1,4.71,135,0,0,0,0,,,,,10.57,74572,6,50.14,8027,1,3.57,1582,0,1.14,126,0,0,0,9,0,0,0,4456,5112,41,644,1128,1568,1672,1414,1314,1018,470,264,116,63,70,-999,-999,-999,-999,-999,-999,11,19,35,39,28,26,183,328,8104,427,541,1182,7553,874,-999,-999,-999,124,-999,6,8,120,7,145,1546,7918,538,3680,5391,2022/04/18 06:00:00+00,35730,909,865,ZCTA,135424954.554688,97143.5068679245
2022/04/19 19:00:00+00,53968,53968,554,0,0.14,4,0,0,0,0,,,,,0.71,4865,0,1.57,530,0,0.14,24,0,0,3,0,0,0,1,0,0,0,265,288,1,36,94,51,84,90,78,75,34,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,516,10,18,16,488,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,235,301,29,395,130,2022/04/18 06:00:00+00,2278,214,866,ZCTA,357011351.234375,132701.566411651
2022/04/19 19:00:00+00,53969,53969,96,0,0,1,0,0,0,0,,,,,0.43,1698,0,0.86,92,0,0,4,0,0,1,0,0,0,0,0,0,0,40,56,0,7,15,8,17,14,15,5,5,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,93,-999,-999,-999,84,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,67,0,56,40,2022/04/18 06:00:00+00,438,128,867,ZCTA,5238172.21484375,20043.517999194
2022/04/19 19:00:00+00,54001,54001,2258,0,2,38,0,0,0,0,,,,,3.29,23554,0,11.71,2185,0,1.71,73,0,0.29,31,0,0,0,7,0,0,0,1066,1178,14,143,308,258,304,317,370,264,152,107,35,20,18,-999,-999,-999,-999,-999,-999,-999,-999,10,10,17,8,8,6,2119,55,62,29,2038,191,-999,-999,-999,36,-999,-999,-999,38,-999,76,778,1404,90,1489,679,2022/04/18 06:00:00+00,7928,286,868,ZCTA,641981195.207031,177463.804379082
2022/04/19 19:00:00+00,54002,54002,1750,3,0.86,8,0,0,0,0,,,,,1.57,14676,3,11.14,1529,2,0.71,221,1,0.14,8,0,0,0,0,0,0,0,806,944,0,145,277,263,310,255,225,139,89,34,13,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,14,15,1590,39,85,57,1516,177,-999,-999,-999,8,-999,-999,-999,8,-999,69,770,911,70,1220,460,2022/04/18 06:00:00+00,6361,203,869,ZCTA,392519997.378906,135845.933768353
2022/04/19 19:00:00+00,54003,54003,246,0,0,1,0,0,0,0,,,,,0.14,1703,0,0.43,214,0,0,32,0,0,1,0,0,0,0,0,0,0,132,114,0,19,37,28,44,34,45,30,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,233,-999,9,5,214,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,113,122,2,146,98,2022/04/18 06:00:00+00,1058,200,870,ZCTA,149373189.476562,88587.8711534245
2022/04/19 19:00:00+00,54004,54004,640,1,0.57,1,0,0,0,0,,,,,0.43,4586,0,3.29,618,1,0.57,22,0,0,1,0,0,0,0,0,0,0,318,319,3,65,88,81,107,78,99,73,35,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,602,6,20,5,591,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,238,372,17,415,208,2022/04/18 06:00:00+00,2207,157,871,ZCTA,444350301.402344,158687.396505611
2022/04/19 19:00:00+00,54005,54005,847,1,0.57,7,0,0,0,0,,,,,1.29,6544,0,4.14,819,1,0.57,28,0,0,7,0,0,0,0,0,0,0,397,448,2,44,129,89,118,151,136,112,53,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,801,15,22,5,778,64,-999,-999,-999,7,-999,-999,-999,7,-999,26,331,490,29,602,216,2022/04/18 06:00:00+00,3107,201,872,ZCTA,417950469.328125,135844.840483998
2022/04/19 19:00:00+00,54006,54006,222,1,0.14,1,0,0,0,0,,,,,0.29,1355,1,1.14,214,1,0.14,8,0,0,1,0,0,0,0,0,0,0,101,121,0,18,31,27,32,34,30,32,13,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,209,-999,9,-999,191,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,91,124,14,117,91,2022/04/18 06:00:00+00,598,90,873,ZCTA,150723252.542969,65841.8779406235
2022/04/19 19:00:00+00,54007,54007,333,0,0,1,0,0,0,0,,,,,0.14,2653,0,1.29,320,0,0,13,0,0,1,0,0,0,0,0,0,0,154,179,0,23,43,47,51,55,46,48,17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,317,6,-999,-999,308,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,138,179,8,246,79,2022/04/18 06:00:00+00,1020,127,874,ZCTA,248138764.898438,100704.165692443
2022/04/19 19:00:00+00,54009,54009,664,1,0.71,2,0,0,0,0,,,,,1,4651,2,3.86,646,1,0.71,18,0,0,2,0,0,0,0,0,0,0,323,335,6,74,106,91,106,105,94,49,26,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,591,13,51,13,559,92,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,264,373,13,349,302,2022/04/18 06:00:00+00,2615,201,875,ZCTA,180590950.824219,107364.185533304
2022/04/19 19:00:00+00,54010,54010,6,0,0,0,0,0,0,0,,,,,0,31,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,0,3,3,2022/04/18 06:00:00+00,0,9,876,ZCTA,70220.15234375,1263.73900142115
2022/04/19 19:00:00+00,54011,54011,2007,3,1.14,24,0,0,0,0,,,,,1.71,13533,0,6.29,1797,1,0.57,210,2,0.57,22,0,0,0,2,0,0,0,946,1059,2,168,293,272,306,325,285,179,115,50,11,9,15,-999,-999,-999,-999,-999,-999,-999,-999,10,6,6,5,-999,10,1877,49,62,41,1787,179,-999,-999,-999,23,-999,-999,-999,24,-999,94,976,937,59,1283,665,2022/04/18 06:00:00+00,6915,271,877,ZCTA,528847438.421875,173748.386365406
2022/04/19 19:00:00+00,54013,54013,867,0,0.43,11,0,0.14,0,0,,,,,1,9479,1,4.71,790,0,0.29,77,0,0.14,11,0,0.14,0,0,0,0,0,423,444,0,68,128,104,140,126,120,99,50,21,11,5,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,6,-999,-999,810,10,35,8,806,53,-999,-999,-999,11,-999,-999,-999,11,-999,28,390,449,50,569,248,2022/04/18 06:00:00+00,3349,194,878,ZCTA,529115253.132812,143242.087070562
2022/04/19 19:00:00+00,54014,54014,667,0,0,1,0,0,0,0,,,,,0.29,4846,2,1.86,609,0,0,58,0,0,1,0,0,0,0,0,0,0,330,337,0,52,82,82,106,110,125,60,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,638,10,14,11,621,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,336,296,14,458,195,2022/04/18 06:00:00+00,2134,161,879,ZCTA,240294545.242188,105408.779519402
2022/04/19 19:00:00+00,54015,54015,1027,0,0.14,10,0,0,0,0,,,,,1.86,7090,1,4.57,883,0,0.14,144,0,0,8,0,0,0,2,0,0,0,493,534,0,75,161,144,152,210,169,62,35,12,7,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,5,-999,951,18,50,23,853,151,-999,-999,-999,9,-999,-999,-999,10,-999,43,450,534,33,679,315,2022/04/18 06:00:00+00,3687,216,880,ZCTA,195815754.492188,101781.50548987
2022/04/19 19:00:00+00,54016,54016,8077,15,10.14,40,0,0,0,0,,,,,12.86,58256,1,40.57,6604,3,5.71,1473,12,4.43,34,0,0,0,6,0,0,0,3916,4159,2,668,1244,1099,1173,1349,1312,690,351,140,51,13,27,-999,-999,-999,-999,-999,-999,-999,6,10,14,6,27,109,99,6955,194,693,209,6153,1715,-999,-999,-999,38,-999,-999,-999,37,-999,236,3122,4719,207,4230,3640,2022/04/18 06:00:00+00,31972,420,881,ZCTA,383321021.691406,139620.704379538
2022/04/19 19:00:00+00,54017,54017,5528,6,4.43,28,0,0,0,0,,,,,9.29,44677,0,29.43,5021,1,2.57,507,5,1.86,26,0,0,0,2,0,0,0,2637,2888,3,562,842,761,1050,891,711,417,206,69,19,9,19,-999,-999,-999,-999,-999,-999,-999,9,12,-999,-999,21,57,54,5039,179,178,128,4881,519,-999,-999,-999,28,-999,-999,-999,27,-999,145,2267,3116,194,3833,1501,2022/04/18 06:00:00+00,17995,435,882,ZCTA,733466946.242188,193837.510572933
2022/04/19 19:00:00+00,54020,54020,2080,5,1.43,16,0,0,0,0,,,,,1.57,14127,7,9.57,1958,5,1.29,122,0,0.14,13,0,0,0,3,0,0,0,986,1073,21,175,278,260,341,317,318,213,103,54,20,8,8,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,11,6,1835,41,184,17,1716,347,-999,-999,-999,13,-999,-999,-999,13,-999,80,724,1276,77,1018,985,2022/04/18 06:00:00+00,7002,224,883,ZCTA,410042843.246094,146737.806796761
2022/04/19 19:00:00+00,54021,54021,1732,0,0.43,11,0,0,0,0,,,,,1.71,11766,0,6.29,1446,0,0.14,286,0,0.29,10,0,0,0,1,0,0,0,852,872,8,179,270,207,282,287,251,164,58,29,5,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12,12,1602,28,66,38,1488,206,-999,-999,-999,11,-999,-999,-999,9,-999,67,792,873,49,1007,676,2022/04/18 06:00:00+00,6659,257,884,ZCTA,238626006.324219,92432.04166949
2022/04/19 19:00:00+00,54022,54022,6393,2,5.14,40,0,0,0,0,,,,,4.71,40787,3,18.14,4558,1,2.57,1835,1,2.57,37,0,0,0,3,0,0,0,3017,3359,17,456,1210,1627,853,741,639,488,198,131,48,9,31,-999,-999,-999,-999,-999,-999,-999,5,7,16,10,16,53,117,5700,161,346,211,5306,876,-999,-999,-999,39,-999,-999,-999,38,-999,223,3020,3150,165,3822,2406,2022/04/18 06:00:00+00,23537,516,885,ZCTA,731625385.257812,184977.585031355
2022/04/19 19:00:00+00,54023,54023,1153,1,0.57,9,0,0,0,0,,,,,2.57,7990,0,6.86,985,0,0.43,168,1,0.14,8,0,0,0,1,0,0,0,550,603,0,96,191,161,196,206,151,87,58,5,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,8,1040,18,58,25,953,175,-999,-999,-999,8,-999,-999,-999,9,-999,32,542,579,43,737,373,2022/04/18 06:00:00+00,4191,271,886,ZCTA,215255175.785156,74124.6356432982
